word,label
Good day,DATE
Apple,ORG
Fourth Quarter Fiscal Year 2016,DATE
Today,DATE
Nancy Paxton,PERSON
Nancy Paxton,PERSON
Apple,ORG
afternoon,TIME
first,ORDINAL
today,DATE
Apple,ORG
Tim Cook,PERSON
Luca Maestri,PERSON
today,DATE
Apple,ORG
2015,DATE
10-Q,CARDINAL
the first three quarters of fiscal 2016,DATE
SEC,ORG
today,DATE
the associated press,ORG
Apple,ORG
Tim,PERSON
Timothy Donald Cook,PERSON
Apple,ORG
Nancy,PERSON
afternoon,TIME
Apple,ORG
Thursday of this week,DATE
Apple,ORG
the September quarter,DATE
$46.9 billion,MONEY
the quarter,DATE
38%,PERCENT
45.5 million,CARDINAL
iPhones,PRODUCT
year-over-year,DATE
the last two quarters,DATE
January,DATE
iPhone,PRODUCT
year-over-year,DATE
33,CARDINAL
40,CARDINAL
iPhone,PRODUCT
fiscal 2016,DATE
iPhone,PRODUCT
quarter,CARDINAL
24%,PERCENT
$6.3 billion,MONEY
App Store,PRODUCT
22%,PERCENT
Apple Music,PRODUCT
Apple Music,PRODUCT
Earlier this month,DATE
Japan,COUNTRY
Apple Pay,PRODUCT
yesterday,DATE
Japanese,NORP
Apple Pay,PRODUCT
Apple Pay,PRODUCT
Russia,COUNTRY
New Zealand,COUNTRY
this month,DATE
Spain,COUNTRY
the next few months,DATE
Apple Pay,PRODUCT
nearly 500%,PERCENT
the September quarter,DATE
the month of September,DATE
fiscal 2015,DATE
Apple Pay,PRODUCT
now,DATE
Safari,GPE
hundreds of thousands,CARDINAL
Apple Pay,PRODUCT
Apple Pay,PRODUCT
the last four years,DATE
100,CARDINAL
fiscal 2017,DATE
iPhone 7,PRODUCT
iPhone 7 Plus,PRODUCT
iPhones,PRODUCT
iPhone,PRODUCT
Apple,ORG
iPhone,PRODUCT
Apple Watch,PRODUCT
2,CARDINAL
Apple Watch,PRODUCT
One,CARDINAL
Aetna,ORG
Apple Watch,PRODUCT
Aetna,ORG
Apple Watch,PRODUCT
"nearly 50,000",CARDINAL
iOS,PRODUCT
Siri,PRODUCT
Mac,ORG
Apple Watch,PRODUCT
iOS,PRODUCT
App Store,PRODUCT
monthly,DATE
iOS,PRODUCT
10,CARDINAL
iOS,PRODUCT
100,CARDINAL
the end of this year,DATE
Apple,ORG
Apple,ORG
years,DATE
Today,DATE
iOS,PRODUCT
10,CARDINAL
Apple Watch,PRODUCT
Siri,PRODUCT
Siri,PRODUCT
Siri,PRODUCT
Mac,GPE
just the first few weeks,DATE
Siri,PRODUCT
Siri,PRODUCT
India,COUNTRY
first,ORDINAL
India,COUNTRY
4,CARDINAL
"18,000",CARDINAL
"200,000",CARDINAL
a free year,DATE
iPhones,PRODUCT
iPhone,PRODUCT
iPhone,PRODUCT
India,COUNTRY
over 50%,PERCENT
fiscal 2016,DATE
the prior year,DATE
Just last month,DATE
Deloitte,ORG
iOS,PRODUCT
Deloitte,ORG
Apple,ORG
"over 5,000",CARDINAL
Deloitte,ORG
more than 20,CARDINAL
iOS,PRODUCT
another incredible year,DATE
Luca,PERSON
the September quarter,DATE
Luca Maestri,PERSON
Apple,ORG
Tim,PERSON
afternoon,TIME
the September quarter,DATE
$46.9 billion,MONEY
Russia,COUNTRY
Turkey,COUNTRY
Middle East,COUNTRY
Thailand,COUNTRY
Vietnam,COUNTRY
Japan,COUNTRY
America,COUNTRY
38%,PERCENT
25.1%,PERCENT
$9 billion,MONEY
1.67,MONEY
$16.1 billion,MONEY
the September quarter,DATE
iPhone,PRODUCT
45.5 million,CARDINAL
iPhones,PRODUCT
the quarter,DATE
iPhone 7,PRODUCT
iPhone 7 Plus,PRODUCT
iPhones,PRODUCT
2.7 million,CARDINAL
iPhones,PRODUCT
the end of the quarter,DATE
iPhone,PRODUCT
2.5 million,CARDINAL
the quarter,DATE
five to seven week,DATE
iPhone,PRODUCT
Canada,COUNTRY
America,COUNTRY
Western Europe,COUNTRY
Eastern Europe,COUNTRY
Middle East,COUNTRY
India,COUNTRY
South Asia,LOC
iPhone,PRODUCT
China,COUNTRY
the quarter,DATE
iPhone 7,PRODUCT
December quarter,DATE
China,COUNTRY
our September quarter,DATE
a year ago,DATE
iPhone 7,PRODUCT
iPhone 7 Plus,PRODUCT
iPhones,PRODUCT
iPhone,PRODUCT
619,MONEY
the September quarter,DATE
595,MONEY
the June quarter,DATE
iPhone SE,PRODUCT
iPhone,PRODUCT
the December quarter last year,DATE
iPhone,PRODUCT
451,CARDINAL
90 days,DATE
65%,PERCENT
iPhone,PRODUCT
iPhone,PRODUCT
97%,PERCENT
95%,PERCENT
iPhone,PRODUCT
the December quarter,DATE
79%,PERCENT
iPhone,PRODUCT
$6.3 billion,MONEY
24%,PERCENT
a year ago,DATE
App Store,PRODUCT
five consecutive quarters,DATE
43%,PERCENT
the September quarter,DATE
App Store,PRODUCT
100%,PERCENT
Google,ORG
the September quarter,DATE
Apple Pay,PRODUCT
Tim,PERSON
Mac,ORG
4.9 million,CARDINAL
year-over-year,DATE
the spring of 2015,DATE
the end of the September quarter,DATE
the quarter,DATE
four to five week,DATE
Mac channel inventory,ORG
iPad,PRODUCT
last year,DATE
iPad,PRODUCT
459,MONEY
26,MONEY
a year ago,DATE
iPad Pro,PRODUCT
9.3 million,CARDINAL
iPads,PRODUCT
"about 80,000",CARDINAL
the quarter,DATE
five to seven-week,CARDINAL
iPad,PRODUCT
the September quarter,DATE
82%,PERCENT
above $200,MONEY
August,DATE
451,CARDINAL
96%,PERCENT
iPad,PRODUCT
95%,PERCENT
iPad,PRODUCT
93%,PERCENT
iPad Pro,PRODUCT
the next six months,DATE
