word,label
Good day,DATE
Apple,ORG
third quarter fiscal year 2016,DATE
Today,DATE
Nancy Paxton,PERSON
Nancy Paxton,PERSON
Apple,ORG
afternoon,TIME
first,ORDINAL
today,DATE
Apple,ORG
Tim Cook,PERSON
Luca Maestri,PERSON
today,DATE
Apple,ORG
2015,DATE
the first two quarters of fiscal 2016,DATE
SEC,ORG
today,DATE
the associated press,ORG
Apple,ORG
today,DATE
Tim,PERSON
Timothy Donald Cook,PERSON
Apple,ORG
Nancy,PERSON
afternoon,TIME
Today,DATE
third quarter,DATE
just 90 days ago,DATE
$42.4 billion,MONEY
38%,PERCENT
about $3.6 billion,MONEY
$2 billion,MONEY
iPhone,PRODUCT
iPhone,PRODUCT
just 8%,PERCENT
year,DATE
year,DATE
the March quarter,DATE
the September quarter,DATE
the months ahead,DATE
iPhone SE,PRODUCT
the quarter,DATE
the September quarter,DATE
iPhone SE,PRODUCT
iPhone,PRODUCT
four-inch,QUANTITY
iPhone SE,PRODUCT
iPhone SE,PRODUCT
iPhone,PRODUCT
the first weeks,DATE
iPhones,PRODUCT
the last several years,DATE
millions,CARDINAL
first,ORDINAL
the June quarter,DATE
quarterly,DATE
iPhone,PRODUCT
year-to-date,DATE
iPhone,PRODUCT
nine-month,DATE
iPhones,PRODUCT
year,DATE
19%,PERCENT
June quarter,DATE
$6 billion,MONEY
App Store,PRODUCT
37%,PERCENT
iCloud,PRODUCT
AppleCare,PRODUCT
the last 12 months,DATE
almost $4 billion,MONEY
year,DATE
$23.1 billion,MONEY
100,CARDINAL
next year,DATE
the quarter,DATE
$10.3 billion,MONEY
29%,PERCENT
year,DATE
iPad,PRODUCT
10 quarters,DATE
7%,PERCENT
9.7-inch,CARDINAL
iPad Pro,PRODUCT
about half,CARDINAL
iPad Pro,PRODUCT
iPad Pro,PRODUCT
iPad,PRODUCT
Apple Watch,PRODUCT
just this month,DATE
3,CARDINAL
this fall,DATE
Apple,ORG
Apple Watch,PRODUCT
the past quarter,DATE
China,COUNTRY
India,COUNTRY
China,COUNTRY
41st,ORDINAL
China,COUNTRY
the quarter,DATE
$1 billion,MONEY
Didi Chuxing,COUNTRY
first,ORDINAL
iPhone,PRODUCT
the quarter,DATE
iPhones,PRODUCT
China,COUNTRY
34%,PERCENT
the last year,DATE
China,COUNTRY
iPhones,PRODUCT
iPhone,PRODUCT
first,ORDINAL
China,COUNTRY
China,COUNTRY
the beginning of the year,DATE
7%,PERCENT
August of last year,DATE
Hong Kong,COUNTRY
Hong Kong,COUNTRY
Asian,NORP
last year,DATE
112%,PERCENT
this year,DATE
the June quarter,DATE
the last couple of years,DATE
the first three quarters of this fiscal year,DATE
China,COUNTRY
almost $40 billion,MONEY
55%,PERCENT
just two years ago,DATE
iPhone,PRODUCT
47%,PERCENT
India,COUNTRY
one,CARDINAL
the first three quarters of this fiscal year,DATE
iPhone,PRODUCT
India,COUNTRY
51%,PERCENT
year,DATE
year,DATE
first,ORDINAL
Indian,NORP
iOS,PRODUCT
Hyderabad,GPE
India,COUNTRY
the fall,DATE
last month,DATE
first,ORDINAL
four,CARDINAL
Apple,ORG
iOS,PRODUCT
macOS,GPE
iOS,PRODUCT
10,CARDINAL
iOS,PRODUCT
four,CARDINAL
Apple,ORG
their day,DATE
Apple,ORG
this fall,DATE
App Store,PRODUCT
one,CARDINAL
Siri,PRODUCT
App Store,PRODUCT
Siri,PRODUCT
macOS Sierra,ORG
Siri,PRODUCT
Apple Pay,PRODUCT
Mac,ORG
Apple,ORG
Siri,PRODUCT
Siri,PRODUCT
Siri,PRODUCT
Siri,PRODUCT
photos,GPE
this fall,DATE
Apple Pay,PRODUCT
Safari,GPE
Tens of millions,MONEY
Apple Pay,PRODUCT
today,DATE
app,ORG
monthly,DATE
more than 450%,PERCENT
year last month,DATE
three,CARDINAL
four,CARDINAL
Apple Pay,PRODUCT
more than 11 million,CARDINAL
Apple Pay,PRODUCT
today,DATE
3 million,CARDINAL
Apple Pay,PRODUCT
United States,COUNTRY
France,COUNTRY
Switzerland,GPE
Hong Kong,COUNTRY
this month,DATE
Apple Pay,PRODUCT
nine,CARDINAL
six,CARDINAL
10,CARDINAL
over half,CARDINAL
Apple,ORG
macOS Sierra,ORG
Apple Watch,PRODUCT
Mac,ORG
Universal Clipboard,ORG
iOS,PRODUCT
Mac,ORG
Mac,ORG
Mac,ORG
iOS,PRODUCT
Apple,ORG
Luca,PERSON
the June quarter,DATE
Luca Maestri,PERSON
Apple,ORG
Tim,PERSON
afternoon,TIME
the June quarter,DATE
$42.4 billion,MONEY
$49.6 billion,MONEY
the year-ago quarter,DATE
the beginning of the quarter,DATE
Tim,PERSON
roughly $3.6 billion,MONEY
Japan,COUNTRY
June quarter,DATE
Russia,COUNTRY
Brazil,COUNTRY
Turkey,COUNTRY
India,COUNTRY
Canada,COUNTRY
38%,PERCENT
23.9%,PERCENT
$7.8 billion,MONEY
1.42,MONEY
$10.6 billion,MONEY
iPhone,PRODUCT
40.4 million,CARDINAL
iPhones,PRODUCT
the quarter,DATE
over 4 million,CARDINAL
about 0.5 million,CARDINAL
a year ago,DATE
8%,PERCENT
the quarter,DATE
five-week,DATE
seven-week,DATE
iPhone,PRODUCT
more than 4 million,CARDINAL
iPhones,PRODUCT
iPhone,PRODUCT
595,MONEY
this quarter,DATE
iPhone,PRODUCT
Russia,COUNTRY
year,DATE
Japan,COUNTRY
Turkey,COUNTRY
Brazil,COUNTRY
India,COUNTRY
Canada,COUNTRY
Sweden,GPE
iPhone,PRODUCT
451,CARDINAL
the September quarter,DATE
75%,PERCENT
iPhones,PRODUCT
the September quarter,DATE
