word,label
Good day,DATE
Bank of Americaâs First Quarter Earnings Announcement 2018,ORG
youâll,PERSON
Lee,PERSON
2018,DATE
today,DATE
SEC,ORG
Brian,PERSON
Paul,PERSON
CFO,GPE
1Q,CARDINAL
Brian,PERSON
Brian,PERSON
Lee,PERSON
our first quarter,DATE
the last several years,DATE
the first quarter 2018,DATE
2,CARDINAL
$6.9 billion,MONEY
30%,PERCENT
15%,PERCENT
nearly 400,CARDINAL
15.3%,PERCENT
120,CARDINAL
below 60%,PERCENT
youâve,ORG
four,CARDINAL
this quarter,DATE
first,ORDINAL
the first quarter,DATE
more than 5%,PERCENT
year-over-year,DATE
more than 3%,PERCENT
6%,PERCENT
$38 billion,MONEY
year-over-year,DATE
4%,PERCENT
this quarter,DATE
second,ORDINAL
Paul,PERSON
checking accounts,PRODUCT
Merrill,ORG
brokerage,PRODUCT
Merrill Lynch,ORG
third,ORDINAL
credit,PRODUCT
$911 million,MONEY
40,CARDINAL
the prior quarter,DATE
the prior year ago quarter,DATE
50,CARDINAL
13,CARDINAL
the last 16 quarters,DATE
four years,DATE
last year,DATE
2017,DATE
the first quarter,DATE
year-over-year,DATE
fourth,ORDINAL
the 13th quarter in a row,DATE
our year-over-year,DATE
3,CARDINAL
13 quarters in a row,DATE
quarterly,DATE
this quarter on a year-over-year,DATE
13,CARDINAL
the past 14 quarters,DATE
nearly $3 billion,MONEY
annually,DATE
this quarter,DATE
Erica,PERSON
Paul,PERSON
years,DATE
This quarter,DATE
the next four years,DATE
500,CARDINAL
"more than 1,500",CARDINAL
many years,DATE
"5,000",CARDINAL
600,CARDINAL
year-over-year,DATE
"1,500",CARDINAL
"2,600",CARDINAL
about little over 1%,PERCENT
a record quarter,DATE
Paul,PERSON
Paul,PERSON
Paul,PERSON
Brian,PERSON
4,CARDINAL
America,COUNTRY
$6.9 billion,MONEY
0.62,MONEY
30%,PERCENT
year-over-year,DATE
38%,PERCENT
$8.4 billion,MONEY
15%,PERCENT
year-over-year,DATE
$23.1 billion,MONEY
4%,PERCENT
year-over-year,DATE
NII,ORG
1%,PERCENT
5%,PERCENT
$834 million,MONEY
last year,DATE
10.8%,PERCENT
15.3%,PERCENT
1.2%,PERCENT
just below 60%,PERCENT
2017,DATE
the quarter,DATE
18%,PERCENT
Q1,CARDINAL
approximately $200 million,MONEY
the quarter,DATE
one,CARDINAL
I,PERSON
the quarter,DATE
theyâre,ORG
