word,label
Good day,DATE
America,COUNTRY
2017,DATE
I,PERSON
today,DATE
SEC,ORG
Brian,PERSON
Paul,PERSON
CFO,GPE
4Q,CARDINAL
Brian,PERSON
2018,DATE
Brian,PERSON
Brian,PERSON
Lee,PERSON
today,DATE
another strong quarter,DATE
year,DATE
the year,DATE
twelfth,ORDINAL
3,CARDINAL
5%,PERCENT
1%,PERCENT
6%,PERCENT
loan,PRODUCT
the year,DATE
the year,DATE
$18 billion,MONEY
$2.9 billion,MONEY
$21 billion,MONEY
18%,PERCENT
2016,DATE
Paul,PERSON
more than $11 billion,MONEY
14%,PERCENT
about $10 billion,MONEY
7%,PERCENT
11%,PERCENT
93,CARDINAL
credit,PRODUCT
60%,PERCENT
the year,DATE
3.4%,PERCENT
shares,PRODUCT
370 million,CARDINAL
last year,DATE
nearly 1 billion,MONEY
5 billion,CARDINAL
50,CARDINAL
Hispanics,NORP
This year,DATE
15,MONEY
last year,DATE
the year end,DATE
nearly 70%,PERCENT
savings,PRODUCT
Paul,PERSON
$145 million,MONEY
the fourth quarter,DATE
brokerage,PRODUCT
treasury,ORG
first,ORDINAL
Apple,ORG
today,DATE
Paul,PERSON
the quarter,DATE
Paul,PERSON
Brian,PERSON
I,CARDINAL
2,CARDINAL
$2.4 billion,MONEY
0.20,MONEY
Q4,GPE
the quarter,DATE
approximately $3 billion,MONEY
$2.9 billion,MONEY
0.27,MONEY
two,CARDINAL
First,ORDINAL
approximately $950 million,MONEY
$950 million,MONEY
$1.9 billion,MONEY
I,CARDINAL
$5.3 billion,MONEY
0.47,MONEY
20%,PERCENT
year-over-year,DATE
11%,PERCENT
90,CARDINAL
year-over-year,DATE
8%,PERCENT
$21 billion,MONEY
7%,PERCENT
11%,PERCENT
1%,PERCENT
roughly $200 million,MONEY
late December,DATE
Brian,PERSON
late December,DATE
savings,PRODUCT
$1 billion,MONEY
$227 million,MONEY
$333 million,MONEY
credit,PRODUCT
credit,PRODUCT
credit,PRODUCT
Q3,CARDINAL
4,CARDINAL
September 30,DATE
$2.3 trillion,MONEY
$10 billion,MONEY
$14 billion,MONEY
Q3,GPE
$25 billion,MONEY
$11 billion,MONEY
the quarter,DATE
$522 billion,MONEY
the quarter,DATE
125%,PERCENT
$4.8 billion,MONEY
Q3,GPE
This quarter,DATE
shares,PRODUCT
more than $6.1 billion,MONEY
$4 billion,MONEY
$2.1 billion,MONEY
$2.9 billion,MONEY
174 million,CARDINAL
shares,PRODUCT
Q4,GPE
509 million,CARDINAL
shares,PRODUCT
the past twelve months,DATE
this quarter,DATE
$5 billion,MONEY
$12.9 billion,MONEY
16.96,MONEY
the year,DATE
shares,PRODUCT
CET1,CARDINAL
this quarter,DATE
RWA,ORG
Q3,GPE
$1.46 trillion,MONEY
DTA,CARDINAL
loan,PRODUCT
loan,PRODUCT
$22 billion,MONEY
RWA,DATE
CET1,CARDINAL
34,CARDINAL
11.5%,PERCENT
52,CARDINAL
11.7%,PERCENT
9.5,CARDINAL
5,CARDINAL
$928 billion,MONEY
UK,GPE
$9 billion,MONEY
Q4,GPE
approximately $800 million,MONEY
$29 billion,MONEY
3%,PERCENT
year-over-year,DATE
Loan,PRODUCT
Year-over-year,DATE
$29 billion,MONEY
loan,PRODUCT
$49 billion,MONEY
6%,PERCENT
Consumer banking,PRODUCT
9%,PERCENT
credit,PRODUCT
7%,PERCENT
4%,PERCENT
year-over-year,DATE
$43 billion,MONEY
nearly 3.5%,PERCENT
year-over-year,DATE
consumer banking,PRODUCT
$48 billion,MONEY
nearly 8%,PERCENT
year-over-year,DATE
year-over-year,DATE
brokerage,PRODUCT
AUM,DATE
6,CARDINAL
$1.2 billion,MONEY
53,CARDINAL
the quarter,DATE
one,CARDINAL
Q3,GPE
$1 billion,MONEY
$167 million,MONEY
2017,DATE
$227 million,MONEY
Q4,CARDINAL
