word,label
Good day,DATE
Lee,PERSON
this morning,TIME
the Third Quarter 2016,DATE
I,CARDINAL
Brian,PERSON
Paul,PERSON
SEC,ORG
One,CARDINAL
Brian,PERSON
Paul,PERSON
October 4,DATE
the 8-K,DATE
today,DATE
Brian,PERSON
Paul,PERSON
CFO,GPE
Brian,PERSON
Brian,PERSON
Lee,PERSON
today,DATE
our third quarter,DATE
this quarter,DATE
companyâs,CARDINAL
each successive quarter,DATE
2,CARDINAL
$5 billion,MONEY
8%,PERCENT
the year ago quarter,DATE
17%,PERCENT
the third quarter of 2015,DATE
last quarter,DATE
Iâd,PERSON
3,CARDINAL
4,CARDINAL
first,ORDINAL
3%,PERCENT
the third quarter of last year,DATE
checking accounts,PRODUCT
years ago,DATE
checking accounts,PRODUCT
roughly $65 to $100,MONEY
brokerage,PRODUCT
over $138 billion,MONEY
Merrill Lynch,ORG
$2 trillion,MONEY
nearly $150 billion,MONEY
more than $250 billion,MONEY
advisory,PRODUCT
I,PERSON
this quarter,DATE
the best third quarter,DATE
the five years,DATE
investment banking,PRODUCT
Paul,PERSON
credit,PRODUCT
last quarter and the quarter,DATE
the quarter,DATE
this quarter,DATE
40,CARDINAL
this quarter,DATE
2008,DATE
2009,DATE
the past few quarters,DATE
credit,PRODUCT
Paul,PERSON
America,COUNTRY
loan,PRODUCT
last year,DATE
3%,PERCENT
third quarter â15,DATE
Paul,PERSON
loan,PRODUCT
I,PERSON
1.2 trillion,CARDINAL
Nearly $450 billion,MONEY
36%,PERCENT
$68 billion,MONEY
year-over-year,DATE
6%,PERCENT
this quarter,DATE
the fourth quarter consecutive quarter,DATE
more than $50 billion,MONEY
the previous year,DATE
year-over-year,DATE
3%,PERCENT
300 billion,MONEY
$860 billion,MONEY
8%,PERCENT
the past 12 months,DATE
first,ORDINAL
$600 billion,MONEY
21 million,CARDINAL
34 million,CARDINAL
more than 5 million,CARDINAL
every week,DATE
Last quarter,DATE
2018,DATE
3%,PERCENT
the third quarter of 2015 to 2016,DATE
60% to 62%,PERCENT
this quarter,DATE
400,CARDINAL
last yearâs third quarter,DATE
FDIC,ORG
the start of this quarter,DATE
quarter,CARDINAL
This quarter,DATE
10.3%,PERCENT
this quarter,DATE
4,CARDINAL
Paul,PERSON
Paul,PERSON
Paul,PERSON
Brian,PERSON
Good morning,TIME
Brian,PERSON
I,PERSON
5,CARDINAL
17 billion,MONEY
6%,PERCENT
the quarter,DATE
5 billion,CARDINAL
loan,PRODUCT
174 billion,CARDINAL
2.8 billion,CARDINAL
2.2 billion,CARDINAL
1.4 billion,CARDINAL
17.14,MONEY
1.60,MONEY
11%,PERCENT
Q3,QUARTER
I,PERSON
shares,PRODUCT
3%,PERCENT
Q3,GPE
1,CARDINAL
11%,PERCENT
1,CARDINAL
