word,label
America,COUNTRY
youâll,PERSON
one,CARDINAL
Lee,PERSON
our second quarter 2018,DATE
I,PERSON
bankofamerica.com,ORG
I,CARDINAL
Brian,PERSON
CFO,GPE
Paul,PERSON
the second quarter,DATE
one,CARDINAL
SEC,ORG
Brian,PERSON
Brian,PERSON
Lee,PERSON
our second quarter,DATE
a strong quarter,DATE
quarter one,DATE
this quarter,DATE
$13.7 billion,MONEY
the first six months,DATE
more than 20%,PERCENT
the quarter,DATE
$6.8 billion,MONEY
33%,PERCENT
last year,DATE
more than 15%,PERCENT
the 14th consecutive quarter,DATE
below 59%,PERCENT
249,CARDINAL
just 12 months,DATE
America,COUNTRY
second quarter,DATE
5%,PERCENT
year-over-year,DATE
Paul,PERSON
11%,PERCENT
June,DATE
2018,DATE
roughly $26 billion,MONEY
the next 12 months,DATE
last yearâs,DATE
June of 2017,DATE
$17 billion,MONEY
shares,PRODUCT
25%,PERCENT
This quarter,DATE
year-over-year,DATE
more than 5%,PERCENT
more than 3%,PERCENT
This quarter marks,CARDINAL
the 11th straight quarter,DATE
America,COUNTRY
more than $40 billion,MONEY
credit,PRODUCT
checking accounts,PRODUCT
Merrill,ORG
brokerage,PRODUCT
a strong quarter,DATE
any quarter,DATE
the second quarter of 2018,DATE
$2.3 billion,MONEY
2,CARDINAL
credit,PRODUCT
43,CARDINAL
this quarter,DATE
the last few years,DATE
50,CARDINAL
14,CARDINAL
the last 17 quarters,DATE
15%,PERCENT
year-to-date,DATE
Tom,PERSON
third,ORDINAL
3,CARDINAL
the 14th quarter in a row,DATE
quarter,CARDINAL
first quarter to second quarter,DATE
I,PERSON
digital banking,PRODUCT
4,CARDINAL
5,CARDINAL
Paul,PERSON
I,PERSON
decades,DATE
over 25 million,CARDINAL
this quarter,DATE
Another 10 million,CARDINAL
35 million,CARDINAL
this quarter,DATE
nearly 1.4 billion,CARDINAL
this quarter,DATE
half million,CARDINAL
this quarter,DATE
50 million,CARDINAL
every day,DATE
Erica,PERSON
digital,ORG
Erica,PERSON
over 2 million,CARDINAL
Erica,PERSON
a few months ago,DATE
This quarter,DATE
76%,PERCENT
Digital,ORG
24%,PERCENT
5,CARDINAL
Zelle,GPE
the recent quarter,DATE
35 million,CARDINAL
more than $10 billion,MONEY
a year ago,DATE
about 25%,PERCENT
Zelle,ORG
more than $368 billion,MONEY
5,CARDINAL
Over 52%,PERCENT
this quarter,DATE
12%,PERCENT
the past four years,DATE
24%,PERCENT
Digital,ORG
a year ago,DATE
more than half,CARDINAL
Digital,ORG
Merrill,ORG
20%,PERCENT
the past year,DATE
$191 billion,MONEY
2.5 million,CARDINAL
"475,000",CARDINAL
Paul,PERSON
Paul,PERSON
Paul,PERSON
Brian,PERSON
I,PERSON
6,CARDINAL
America,COUNTRY
$6.8 billion,MONEY
0.63,MONEY
33%,PERCENT
2Q17,DATE
43%,PERCENT
I,CARDINAL
I,PERSON
2Q17,DATE
roughly $100 million,MONEY
nearly $800 million,MONEY
nearly $700 million,MONEY
$22.6 billion,MONEY
1%,PERCENT
3%,PERCENT
year-over-year,DATE
NII,ORG
2Q17,DATE
$300 million,MONEY
$13.3 billion,MONEY
5%,PERCENT
2Q17,DATE
3%,PERCENT
nearly $400 million,MONEY
2Q17,CARDINAL
6%,PERCENT
11%,PERCENT
Brian,PERSON
I,PERSON
two,CARDINAL
2Q18,CARDINAL
roughly $160 million,MONEY
first,ORDINAL
$729 million,MONEY
second,ORDINAL
$572 million,MONEY
the quarter,DATE
$179 million,MONEY
$827 million,MONEY
$101 million,MONEY
credit card,PRODUCT
loan,PRODUCT
Brian,PERSON
the quarter,DATE
roughly 21%,PERCENT
the second half of 2018,DATE
7,CARDINAL
Q1,GPE
$2.3 trillion,MONEY
$37 billion,MONEY
$512 billion,MONEY
122%,PERCENT
$2 billion,MONEY
Q1,GPE
$1.5 billion,MONEY
the quarter,DATE
the first half of the year,DATE
$3.5 billion,MONEY
$2.8 billion,MONEY
$900 million,MONEY
the third quarter,DATE
half a billion dollars,MONEY
90%,PERCENT
the quarter,DATE
166 million,CARDINAL
shares,PRODUCT
$5 billion,MONEY
$1.2 billion,MONEY
the first quarter,DATE
$8 billion,MONEY
Q1,CARDINAL
CET1,CARDINAL
Q1,CARDINAL
DTA,CARDINAL
CET1,CARDINAL
11.4%,PERCENT
9.5%,PERCENT
8,CARDINAL
$935 billion,MONEY
year-over-year,DATE
nearly $6.5 billion,MONEY
$26.6 billion,MONEY
3%,PERCENT
year-over-year,DATE
loan,PRODUCT
$45 billion,MONEY
5%,PERCENT
year-over-year,DATE
6%,PERCENT
year-over-year,DATE
5%,PERCENT
consumer banking,PRODUCT
5%,PERCENT
year-over-year,DATE
$2.3 billion,MONEY
6%,PERCENT
year-over-year,DATE
loan,PRODUCT
loan,PRODUCT
several years,DATE
year-over-year,DATE
the past five quarters,DATE
less on third,CARDINAL
credit card,PRODUCT
$44 billion,MONEY
3.5%,PERCENT
year-over-year,DATE
Consumer banking,PRODUCT
$35 billion,MONEY
5%,PERCENT
Q1,GPE
8%,PERCENT
9,CARDINAL
$996 million,MONEY
43,CARDINAL
seasonally,DATE
credit card,PRODUCT
more than 180 days,DATE
this quarter,DATE
$827 million,MONEY
$169 million,MONEY
net reserve,ORG
2Q17,CARDINAL
credit card,PRODUCT
loan,PRODUCT
1Q18,CARDINAL
loan,PRODUCT
1.08%,PERCENT
2.6,CARDINAL
annual,DATE
the quarter,DATE
10,CARDINAL
credit,PRODUCT
$830 million,MONEY
1Q18,CARDINAL
$79 million,MONEY
2Q17,DATE
credit card,PRODUCT
3.17%,PERCENT
credit card,PRODUCT
22,CARDINAL
2Q17,DATE
$4.6 billion,MONEY
5%,PERCENT
Q1 and 47%,PERCENT
9,CARDINAL
1Q18,CARDINAL
$1 billion,MONEY
Q1,GPE
5%,PERCENT
11,CARDINAL
$11.65 billion,MONEY
$11 billion,MONEY
2Q17,DATE
$654 million,MONEY
6%,PERCENT
loan,PRODUCT
$140 million,MONEY
NII,DATE
June of last year,DATE
12,CARDINAL
year-over-year,DATE
2.95%,PERCENT
one extra day,DATE
credit card,PRODUCT
three-month,DATE
1Q18,CARDINAL
7,CARDINAL
Q1,PERSON
32,CARDINAL
4Q15,CARDINAL
Fed,ORG
27,CARDINAL
151,CARDINAL
1Q18 and 4Q15,CARDINAL
roughly 21%,PERCENT
Fed,ORG
6/30,CARDINAL
