word,label
Good day,DATE
America,COUNTRY
this morning's,TIME
our fourth quarter and full year 2018,DATE
bankofamerica.com,ORG
I,CARDINAL
Brian,PERSON
Brian,PERSON
CFO,GPE
Paul,PERSON
the fourth quarter,DATE
SEC,ORG
Brian,PERSON
Brian,PERSON
Hi,CARDINAL
our fourth quarter,DATE
2018,DATE
Paul,PERSON
the latest quarter,DATE
"200,000",CARDINAL
2018,DATE
This year,DATE
this quarter,DATE
2,CARDINAL
full year,DATE
$28 billion,MONEY
2.61,MONEY
3%,PERCENT
2017,DATE
2017,CARDINAL
last year,DATE
2018,DATE
a few years ago,DATE
2%,PERCENT
the year,DATE
6%,PERCENT
decade,DATE
15%,PERCENT
shares,PRODUCT
2019,DATE
3,CARDINAL
I,CARDINAL
three years,DATE
2019,DATE
consumer banking,PRODUCT
a decade,DATE
checking accounts,PRODUCT
Savings accounts,PRODUCT
credit,PRODUCT
Merrill,ORG
21%,PERCENT
year-over-year,DATE
brokerage,PRODUCT
25 billion,CARDINAL
Merrill Lynch,ORG
four,CARDINAL
2018 than 2017,DATE
$1 million and $5 million,MONEY
9%,PERCENT
last year,DATE
Andy,PERSON
Katy,PERSON
32%,PERCENT
28%,PERCENT
brokerage,PRODUCT
the fourth quarter,DATE
70,CARDINAL
4,CARDINAL
one,CARDINAL
the past nine years,DATE
$30 billion,MONEY
annual,DATE
2010,DATE
savings,PRODUCT
2000,DATE
approximately $53 billion,MONEY
Paul,PERSON
2019,DATE
2020,DATE
this year,DATE
58%,PERCENT
5,CARDINAL
16 consecutive quarters,DATE
every quarter,DATE
four straight years,DATE
four-year,DATE
$12 billion,MONEY
ATM,PRODUCT
"1,500",CARDINAL
hundreds,CARDINAL
the end of '17,DATE
'18,DATE
two,CARDINAL
$1 billion to 95,MONEY
5%,PERCENT
annual,DATE
6,CARDINAL
one,CARDINAL
the last several years,DATE
I,PERSON
6,CARDINAL
every year,DATE
2015,DATE
NII,ORG
$8 billion,MONEY
the past four years,DATE
loan,PRODUCT
more than $150 billion,MONEY
the past four years,DATE
4%,PERCENT
annual,DATE
$140 billion,MONEY
6%,PERCENT
the same four years,DATE
checking,PRODUCT
America,COUNTRY
40 quarters in a row,DATE
$200 billion,MONEY
checking,PRODUCT
that decade,DATE
2019,DATE
loan,PRODUCT
One,CARDINAL
7,CARDINAL
This quarter,DATE
shares,PRODUCT
under 10 billion,MONEY
more than 1.4 billion,CARDINAL
shares,PRODUCT
2013,DATE
2009,DATE
14%,PERCENT
shares,PRODUCT
another year,DATE
I,CARDINAL
Paul,PERSON
the quarter,DATE
I,PERSON
the year ahead,DATE
the mid 2's,DATE
I,PERSON
two,CARDINAL
one,CARDINAL
second,ORDINAL
first,ORDINAL
United States,PRODUCT
the decade,DATE
2018,DATE
2019,DATE
2018,DATE
2019,DATE
3.5%,PERCENT
2.5%,PERCENT
one year,DATE
the last seven,DATE
second,ORDINAL
2018,DATE
more than $2.8 trillion,MONEY
US,GPE
8.5%,PERCENT
2018,DATE
2017,DATE
December,DATE
January,DATE
the end of '17,DATE
credit,PRODUCT
United States,COUNTRY
around $1 billion,MONEY
'19,DATE
China,COUNTRY
EU slowdown,PERSON
Brexit,PERSON
2019,DATE
Paul,PERSON
Paul,PERSON
Brian,PERSON
I,PERSON
8,CARDINAL
9,CARDINAL
America,COUNTRY
$7.3 billion,MONEY
0.70,MONEY
'17,DATE
I,PERSON
Q4,CARDINAL
6%,PERCENT
22%,PERCENT
39%,PERCENT
6%,PERCENT
shares,PRODUCT
49%,PERCENT
7%,PERCENT
16%,PERCENT
the quarter,DATE
approximately $200 million,MONEY
Year-over-year,DATE
10,CARDINAL
$16 billion,MONEY
loan,PRODUCT
$544 billion,MONEY
$5 billion,MONEY
January,DATE
I,CARDINAL
2019,DATE
$3 billion,MONEY
Q3,CARDINAL
95%,PERCENT
