word,label
America,COUNTRY
today,DATE
our third quarter,DATE
I,CARDINAL
I,CARDINAL
Brian,PERSON
Brian,PERSON
CFO,GPE
Paul,PERSON
the third quarter,DATE
SEC,ORG
Brian,PERSON
Brian,PERSON
Lee,PERSON
our third quarter of 2019,DATE
2%,PERCENT
many years,DATE
Today,DATE
$5.8 billion,MONEY
0.56,MONEY
the third quarter,DATE
$2.1 billion,MONEY
America,COUNTRY
2009,DATE
0.19,MONEY
the next several years,DATE
third quarter,DATE
a record $7.5 billion,MONEY
0.75,MONEY
4%,PERCENT
the third quarter of 2018,DATE
14%,PERCENT
8%,PERCENT
shares,PRODUCT
about 123,CARDINAL
15.6%,PERCENT
Paul,PERSON
I,PERSON
first,ORDINAL
United States,PRODUCT
I,PERSON
American,NORP
annual,DATE
nearly $3 trillion,MONEY
about 15%,PERCENT
year-to-date,DATE
6%,PERCENT
the same period in,DATE
2018,DATE
the nine months,DATE
the third quarter,DATE
earlier in the year,DATE
roughly $325 billion,MONEY
United States,COUNTRY
6%,PERCENT
the third quarter of 2018,DATE
6%,PERCENT
United States,PRODUCT
FDIC,ORG
3,CARDINAL
I,CARDINAL
year-to-date,DATE
2%,PERCENT
checking,PRODUCT
"700,000",CARDINAL
the fourth year,DATE
checking,PRODUCT
a decade,DATE
a decade ago,DATE
checking accounts,PRODUCT
92%,PERCENT
checking account,PRODUCT
"7,000",MONEY
Andy,PERSON
Katy,PERSON
Merrill Lynch,ORG
private banking,PRODUCT
over 30%,PERCENT
Consumer Banking,PRODUCT
Paul,PERSON
a few years,DATE
investment banking,PRODUCT
Europe,LOC
Paris,GPE
brokerage,PRODUCT
3%,PERCENT
investment banking,PRODUCT
Earlier this quarter,DATE
Tom,PERSON
investment banking,PRODUCT
United States,COUNTRY
4,CARDINAL
4,CARDINAL
$59 billion,MONEY
4.5%,PERCENT
year-over-year,DATE
four years,DATE
the prior year,DATE
one,CARDINAL
those quarters,DATE
more than $40 billion,MONEY
the year,DATE
$38 billion,MONEY
4%,PERCENT
$16 billion,MONEY
$38 billion,MONEY
about $8 billion,MONEY
money market,PRODUCT
year-end 2018,DATE
Consumer Banking,PRODUCT
$22 billion,MONEY
3%,PERCENT
year-over-year,DATE
checking,PRODUCT
One,CARDINAL
Fed,ORG
the end of 2015,DATE
the end of 2015,DATE
consumer banking,PRODUCT
$145 billion,MONEY
three quarters,DATE
checking accounts,PRODUCT
America,COUNTRY
$23 billion,MONEY
the last few years,DATE
5,CARDINAL
loan,PRODUCT
