word,label
Good day,DATE
America,COUNTRY
today,DATE
our fourth quarter 2019,DATE
I,CARDINAL
I,CARDINAL
Brian,PERSON
SEC,ORG
Brian,PERSON
CFO,GPE
Paul,PERSON
4Q,CARDINAL
Brian,PERSON
Brian,PERSON
Lee,PERSON
I,CARDINAL
Paul,PERSON
the fourth quarter,DATE
2019,DATE
This quarter,DATE
one,CARDINAL
2018,DATE
the second half of 2019,DATE
America,COUNTRY
the quarter,DATE
6%,PERCENT
5%,PERCENT
$7 billion,MONEY
this quarter,DATE
15.4%,PERCENT
$9.1 billion,MONEY
this quarter,DATE
2,CARDINAL
I,CARDINAL
our third quarter 2019,DATE
$29 billion,MONEY
2019,DATE
3%,PERCENT
the prior year's,DATE
shares,PRODUCT
9%,PERCENT
12%,PERCENT
2019,DATE
58%,PERCENT
2019,DATE
11%,PERCENT
the year,DATE
15.8%,PERCENT
the year,DATE
3,CARDINAL
2019,DATE
"3,600",CARDINAL
"32,000",CARDINAL
2019,DATE
"6,300",CARDINAL
"4,000",CARDINAL
five-year,DATE
"10,000",CARDINAL
more than $3 billion,MONEY
last year,DATE
years,DATE
Paul,PERSON
10 million,CARDINAL
Erica,PERSON
Erica,PERSON
about 18 months ago,DATE
Erica,PERSON
an example of billions of dollars,MONEY
savings,PRODUCT
$1.7 billion,MONEY
2019,DATE
the past three years,DATE
207,CARDINAL
"more than 1,300",CARDINAL
20,MONEY
March,DATE
2019,DATE
the third consecutive year,DATE
approximately 95%,PERCENT
Three years,DATE
over $1.6 billion,MONEY
Last year,DATE
more than $5 billion,MONEY
more than $250 million,MONEY
$125 billion,MONEY
2019,DATE
four years ago,DATE
six years early,DATE
this year,DATE
$300 billion,MONEY
the next decade,DATE
a strong year,DATE
our first decade,DATE
America,COUNTRY
4,CARDINAL
I,CARDINAL
$13 billion,MONEY
Andy,PERSON
Katy,PERSON
2019,DATE
Merrill Lynch,ORG
"more than 40,000",CARDINAL
2019,DATE
$1 billion,MONEY
quarterly,DATE
the quarters of 2019,DATE
$3 trillion,MONEY
first,ORDINAL
Tom,PERSON
investment banking,PRODUCT
$11.6 billion,MONEY
this year,DATE
investment banking,PRODUCT
a couple of years ago,DATE
Paul,PERSON
Matthew,PERSON
Paul,PERSON
5,CARDINAL
9 billion,CARDINAL
shares,PRODUCT
9.1 billion,CARDINAL
shares,PRODUCT
nearly 2.5 billion,CARDINAL
shares,PRODUCT
a few years ago,DATE
2020,DATE
Paul,PERSON
just below 2%,PERCENT
3%,PERCENT
America,COUNTRY
2019,DATE
loan,PRODUCT
America,COUNTRY
5.9%,PERCENT
$3 trillion,MONEY
2019,DATE
2018,DATE
loan,PRODUCT
the year,DATE
the second half of the year,DATE
Today,DATE
I,CARDINAL
Paul,PERSON
Paul,PERSON
Brian,PERSON
6,CARDINAL
7,CARDINAL
the fourth quarter,DATE
$7 billion,MONEY
0.74,MONEY
6%,PERCENT
Q4 2018,PERCENT
9%,PERCENT
shares,PRODUCT
Q4,GPE
113,CARDINAL
15%,PERCENT
Q4,GPE
loan,PRODUCT
the past three quarters,DATE
a year ago,DATE
8,CARDINAL
$2.4 trillion,MONEY
$42 billion,MONEY
$11 billion,MONEY
loan,PRODUCT
$4 billion,MONEY
Q4,GPE
$9.1 billion,MONEY
$7 billion,MONEY
roughly $1 billion,MONEY
27.32,MONEY
9%,PERCENT
Q4,CARDINAL
2018,DATE
CET1,CARDINAL
11.2%,PERCENT
9.5%,PERCENT
loan,PRODUCT
9,CARDINAL
$65 billion,MONEY
5%,PERCENT
year-over-year,DATE
4.5 years,DATE
more than $40 billion,MONEY
Consumer Banking,PRODUCT
$33 billion,MONEY
5%,PERCENT
ATM,PRODUCT
checking,PRODUCT
$8 billion,MONEY
3%,PERCENT
year-over-year,DATE
$19 billion,MONEY
5%,PERCENT
year-over-year,DATE
the past couple of years,DATE
