word,label
America,COUNTRY
youâll,PERSON
Lee,PERSON
â18,ORG
I,PERSON
I,CARDINAL
Brian,PERSON
CFO,GPE
Paul,PERSON
the third quarter,DATE
SEC,ORG
Brian,PERSON
Brian,PERSON
Lee,PERSON
our third quarter,DATE
another quarter,DATE
America,COUNTRY
year-over-year,DATE
2%,PERCENT
decade,DATE
credit,PRODUCT
18%,PERCENT
over 5%,PERCENT
year-over-year,DATE
two,CARDINAL
the third quarter,DATE
"200,000",CARDINAL
$9 billion,MONEY
a highest quarter,DATE
Companyâs,CARDINAL
18%,PERCENT
the third quarter of 2017,DATE
each of the past 11 quarters,DATE
the year ago,DATE
15%,PERCENT
the quarter,DATE
$7.2 billion,MONEY
32%,PERCENT
last year,DATE
0.66,MONEY
43%,PERCENT
15.5%,PERCENT
450,CARDINAL
last year,DATE
1.23%,PERCENT
this quarter,DATE
year-over-year,DATE
4%,PERCENT
6%,PERCENT
year-over-year,DATE
Paul,PERSON
$4 billion,MONEY
year-to-date,DATE
$15 billion,MONEY
the same period,DATE
$6.5 billion,MONEY
$19 billion,MONEY
year-to-date,DATE
this quarter,DATE
shares,PRODUCT
5%,PERCENT
last year,DATE
shares,PRODUCT
$1.4 billion,MONEY
shares,PRODUCT
$10 billion,MONEY
2010,DATE
this quarter,DATE
Year-over-year,DATE
more than 3%,PERCENT
loan,PRODUCT
youâve,LOC
this quarter,DATE
savings,PRODUCT
4%,PERCENT
year-over-year,DATE
the 12th straight quarter,DATE
$40 billion,MONEY
$40 billion,MONEY
checking,PRODUCT
$25 billion,MONEY
over 8%,PERCENT
year-over-year,DATE
$350 billion,MONEY
checking,PRODUCT
every quarter,DATE
2012,DATE
9%,PERCENT
credit,PRODUCT
checking accounts,PRODUCT
$200 billion,MONEY
mark,PERSON
Merrill,ORG
brokerage,PRODUCT
the past eight years,DATE
$2.8 trillion,MONEY
Merrill Lynch,ORG
nearly 4,CARDINAL
last yearâs,DATE
this quarter,DATE
over $2 billion,MONEY
$2 billion,MONEY
9%,PERCENT
last year,DATE
credit,PRODUCT
credit,PRODUCT
second quarter,DATE
this quarter,DATE
$13.07 billion,MONEY
four quarters,DATE
$53.5 billion,MONEY
over 90%,PERCENT
the second quarter 2016,DATE
53,CARDINAL
2018,DATE
first,ORDINAL
I,CARDINAL
2019,DATE
2020,DATE
four quarter,DATE
$53.5 billion,MONEY
three,CARDINAL
2015,DATE
2016,DATE
This quarter marks,CARDINAL
the 15th consecutive quarter,DATE
every quarter,DATE
the beginning of 2015,DATE
three,CARDINAL
700,CARDINAL
this quarter,DATE
4%,PERCENT
more than 2%,PERCENT
57%,PERCENT
400,CARDINAL
last year,DATE
savings,PRODUCT
four,CARDINAL
every year,DATE
the past eight years,DATE
2012,DATE
roughly $20 billion,MONEY
$3 billion,MONEY
nearly a third,CARDINAL
annual,DATE
two-thirds,CARDINAL
Erica,PERSON
digital,ORG
Merrill Lynch,ORG
treasury,ORG
$30 billion,MONEY
2010,DATE
nearly $100 billion,MONEY
today,DATE
the last three years,DATE
103,CARDINAL
4,CARDINAL
5,CARDINAL
several hundred,CARDINAL
the next three years,DATE
700,CARDINAL
"1,200",CARDINAL
a couple of years ahead,DATE
ATM,PRODUCT
15,MONEY
February of 2017,DATE
16 weeks,DATE
40%,PERCENT
"over 40,000",CARDINAL
this year,DATE
"2,000",CARDINAL
Paul,PERSON
Paul,PERSON
five,CARDINAL
America,COUNTRY
$7.2 billion,MONEY
0.66,MONEY
32%,PERCENT
Q3,GPE
43%,PERCENT
Year-over-year,DATE
Brian,PERSON
a record $9 billion,MONEY
18%,PERCENT
4%,PERCENT
NII,ORG
more than 2%,PERCENT
700,CARDINAL
$118 million,MONEY
Q3,QUARTER
$32 million,MONEY
year-over-year,DATE
credit card,PRODUCT
loan,PRODUCT
the quarter,DATE
Q4,GPE
six,CARDINAL
$36 billion,MONEY
$47 billion,MONEY
$537 billion,MONEY
120%,PERCENT
$2.1 billion,MONEY
96%,PERCENT
$1.5 billion,MONEY
the first half,DATE
CET1,CARDINAL
11.4%,PERCENT
9.5%,PERCENT
seven,CARDINAL
4%,PERCENT
year-over-year,DATE
this quarter,DATE
First,ORDINAL
$157 billion,MONEY
4%,PERCENT
the past three years,DATE
$50 billion,MONEY
June,DATE
the past quarters,DATE
Third,ORDINAL
4%,PERCENT
annually,DATE
2015,DATE
Consumer Banking,PRODUCT
7%,PERCENT
every day,DATE
checking accounts,PRODUCT
two,CARDINAL
every quarter,DATE
2012,DATE
2015,DATE
annual,DATE
9%,PERCENT
eight,CARDINAL
$931 billion,MONEY
loan,PRODUCT
the end of this quarter,DATE
$3.7 billion,MONEY
$29 billion,MONEY
3%,PERCENT
year-over-year,DATE
5%,PERCENT
year-over-year,DATE
Consumer Banking,PRODUCT
3%,PERCENT
2%,PERCENT
year-over-year,DATE
year-over-year,DATE
this quarter,DATE
Brian,PERSON
loan,PRODUCT
nine,CARDINAL
$932 million,MONEY
40,CARDINAL
$32 million,MONEY
a year ago,DATE
credit,PRODUCT
â18,ORG
$64 million,MONEY
seasonally,DATE
credit card,PRODUCT
2017,CARDINAL
$216 million,MONEY
net reserve,ORG
10,CARDINAL
credit,PRODUCT
Brian,PERSON
11,CARDINAL
$11.9 billion,MONEY
$12 billion,MONEY
Q3,QUARTER
GAAP NII,PERSON
$710 million,MONEY
6%,PERCENT
loan,PRODUCT
quarter,CARDINAL
GAAP NII,PERSON
$220 million,MONEY
the linked quarter,DATE
6,CARDINAL
year-over-year,DATE
4,CARDINAL
quarter,CARDINAL
NII,ORG
$850 million,MONEY
year-over-year,DATE
13,CARDINAL
12,CARDINAL
44,CARDINAL
Q4,CARDINAL
Fed,ORG
As,CARDINAL
9/30,CARDINAL
100,CARDINAL
$2.9 billion,MONEY
12,CARDINAL
quarter,CARDINAL
$13.1 billion,MONEY
$327 million,MONEY
2%,PERCENT
year-over-year,DATE
4 years,DATE
every quarter on a year-over-year,DATE
only one,CARDINAL
57%,PERCENT
400,CARDINAL
Q3,QUARTER
"more than 5,000",CARDINAL
last year,DATE
Brian,PERSON
Brian,PERSON
last quarter,DATE
this quarter,DATE
$75 million,MONEY
the end of 2019,DATE
Consumer Banking,PRODUCT
13,CARDINAL
This quarter,DATE
49%,PERCENT
$3.1 billion,MONEY
the 13th consecutive quarter,DATE
Consumer Banking,PRODUCT
year-over-year,DATE
4%,PERCENT
