word,label
Good day,DATE
America,COUNTRY
Lee,PERSON
this morning,TIME
our third quarter 2017,DATE
America,COUNTRY
I,CARDINAL
Brian,PERSON
Paul,PERSON
SEC,ORG
Brian,PERSON
Paul,PERSON
Brian,PERSON
Brian,PERSON
Lee,PERSON
America,COUNTRY
credit,PRODUCT
$5.6 billion,MONEY
0.48,MONEY
this quarter,DATE
17%,PERCENT
the third quarter of 2016,DATE
the last year or so,DATE
youâve,ORG
three,CARDINAL
America,COUNTRY
$53 billion,MONEY
2018,DATE
I,PERSON
2,CARDINAL
first,ORDINAL
2,CARDINAL
First,ORDINAL
this quarter,DATE
year ago,DATE
1%,PERCENT
4%,PERCENT
Consumer Banking,PRODUCT
7%,PERCENT
6%,PERCENT
year-over-year,DATE
4%,PERCENT
year-over-year,DATE
9%,PERCENT
year-over-year,DATE
$1 trillion,MONEY
this quarter,DATE
$21 billion,MONEY
the quarter,DATE
year-to-date,DATE
almost $75 billion plus,MONEY
$1.2 billion,MONEY
this quarter,DATE
nearly 20%,PERCENT
last year,DATE
the last three years,DATE
investment banking,PRODUCT
14%,PERCENT
the nine months this year,DATE
decade,DATE
first quarter of 2008,DATE
second,ORDINAL
the second quarter of 2016,DATE
approximately $53 billion,MONEY
2018,DATE
12 months,DATE
around $56 billion,MONEY
$3 billion,MONEY
the couple of years,DATE
This quarter,DATE
more than $13.1 billion,MONEY
below 60%,PERCENT
the fourth quarter 2008,DATE
the last quarter,DATE
Merrill Lynch,ORG
Merrill Lynch,ORG
those years,DATE
"210,000",MONEY
this quarter,DATE
third,ORDINAL
first,ORDINAL
the first nine months of the year,DATE
nearly $2.25 billion,MONEY
47%,PERCENT
the past 12 months,DATE
21%,PERCENT
Digital,ORG
22%,PERCENT
this quarter,DATE
Zelle,ORG
Zelle,GPE
this quarter,DATE
$4 billion,MONEY
the third quarter,DATE
nearly 14 million,CARDINAL
$0.5 billion,MONEY
a single week,DATE
home loans,PRODUCT
the next couple of quarters,DATE
Erica,PERSON
the next couple of years,DATE
brokerage,PRODUCT
credit,PRODUCT
2000,DATE
the past 12 months,DATE
2%,PERCENT
this year,DATE
next year,DATE
2%,PERCENT
the year-to-date,DATE
ATM,PRODUCT
credit,PRODUCT
5%,PERCENT
the first nine months of 2017,DATE
the first nine months of 2016,DATE
prior years,DATE
credit card,PRODUCT
7%,PERCENT
the first nine months of the year,DATE
3,CARDINAL
3,CARDINAL
the past three years,DATE
those quarters,DATE
$15.7 billion,MONEY
the first nine months of 2017,DATE
19%,PERCENT
the first nine months of 2016,DATE
4,CARDINAL
year-over-year,DATE
the nine months,DATE
prior year,DATE
the years,DATE
10%,PERCENT
27%,PERCENT
Merrill Lynch,ORG
US,GPE
$15 billion,MONEY
year-to-date,DATE
the first nine months of 2017,DATE
$7.9 billion,MONEY
shares,PRODUCT
$2.8 billion,MONEY
$10.7 billion,MONEY
$5.6 billion,MONEY
the same period in,DATE
2016,DATE
Paul,PERSON
the quarter,DATE
Paul,PERSON
Brian,PERSON
I,CARDINAL
5,CARDINAL
Brian,PERSON
$5.6 billion,MONEY
Q3,GPE
13%,PERCENT
Q3,QUARTER
2016,DATE
0.48,MONEY
17%,PERCENT
year-over-year,DATE
shares,PRODUCT
3%,PERCENT
the past 12 months,DATE
$21.8 billion,MONEY
1%,PERCENT
Q3,QUARTER
asset management,PRODUCT
$13.1 billion,MONEY
3%,PERCENT
Q3,QUARTER
more than 3%,PERCENT
60%,PERCENT
the second consecutive quarter,DATE
59%,PERCENT
$834 million,MONEY
Q3,CARDINAL
2016,DATE
this quarter,DATE
98,CARDINAL
11.3%,PERCENT
quarter,CARDINAL
6,CARDINAL
June 30,DATE
$29 billion,MONEY
$10.5 billion,MONEY
loan,PRODUCT
$4.7 billion,MONEY
the quarter,DATE
credit,PRODUCT
the next few quarters,DATE
517 billion,CARDINAL
