word,label
Good day,DATE
America,COUNTRY
this morning,TIME
the first quarter 2017,DATE
I,CARDINAL
Brian,PERSON
Paul,PERSON
SEC,ORG
Brian,PERSON
Paul,PERSON
CFO,GPE
Brian,PERSON
Brian,PERSON
Lee,PERSON
two,CARDINAL
first,ORDINAL
this quarter,DATE
America,COUNTRY
This quarter,DATE
savings,PRODUCT
shares,PRODUCT
three,CARDINAL
$4.9 billion,MONEY
the first quarter of 2017,DATE
40%,PERCENT
the first quarter of last year,DATE
700,CARDINAL
7%,PERCENT
0.41,MONEY
46%,PERCENT
the fourth quarter in a row,DATE
0.40,MONEY
quarter one,DATE
$1.4 billion,MONEY
annual,DATE
seasonally,DATE
the 1.5% to 2%,PERCENT
$58 billion,MONEY
$21 billion,MONEY
23%,PERCENT
$29 billion,MONEY
this quarter,DATE
$835 million,MONEY
13%,PERCENT
the first quarter of 2016,DATE
the fourth quarter of 2016,DATE
credit,PRODUCT
first,ORDINAL
many years ago,DATE
last four quarters,DATE
12%,PERCENT
This quarter,DATE
10%,PERCENT
88,CARDINAL
67%,PERCENT
this quarter,DATE
the years,DATE
the first quarter,DATE
all the quarters,DATE
this quarter,DATE
62%,PERCENT
nearly 100,CARDINAL
12%,PERCENT
four,CARDINAL
the past several years producing quarterly,DATE
This quarter,DATE
four,CARDINAL
year-over-year,DATE
700,CARDINAL
many years in a row,DATE
five,CARDINAL
Consumer banking,PRODUCT
$1.9 billion,MONEY
this quarter,DATE
7%,PERCENT
17%,PERCENT
year-over-year,DATE
500,CARDINAL
53%,PERCENT
4%,PERCENT
$770 million,MONEY
27%,PERCENT
investment banking,PRODUCT
$1.7 billion,MONEY
44%,PERCENT
$1.3 billion,MONEY
15%,PERCENT
$1 billion,MONEY
first quarter,DATE
123,CARDINAL
the year,DATE
year-over-year,DATE
Paul,PERSON
this quarter,DATE
$1.5 billion,MONEY
year-over-year,DATE
40%,PERCENT
loan,PRODUCT
60%,PERCENT
9,CARDINAL
5%,PERCENT
year-over-year,DATE
$58 billion,MONEY
American,NORP
7%,PERCENT
year-over-year,DATE
3%,PERCENT
Paul,PERSON
about the quarter,DATE
Paul,PERSON
Paul,PERSON
Brian,PERSON
I,PERSON
six,CARDINAL
$60 billion,MONEY
Q4,GPE
two,CARDINAL
First,ORDINAL
Q4,PERSON
secondly,ORDINAL
$55 billion,MONEY
5%,PERCENT
Q1,QUARTER
2016,DATE
$11 billion,MONEY
Q4,GPE
Q1,CARDINAL
Q4,PERSON
credit card,PRODUCT
$1.3 billion,MONEY
Q4 as $4.4 billion,MONEY
$3 billion,MONEY
the quarter,DATE
5%,PERCENT
Q1,QUARTER
24.36,MONEY
CET1,CARDINAL
the quarter,DATE
11%,PERCENT
Q4,CARDINAL
CET1,CARDINAL
20,CARDINAL
11%,PERCENT
2019,DATE
9.5%,PERCENT
CET1,CARDINAL
$1.6 billion to $164 billion,MONEY
$11 billion,MONEY
$14 billion,MONEY
RWA,GPE
CET1,CARDINAL
10,CARDINAL
11.6%,PERCENT
2018,DATE
seven,CARDINAL
$21 billion,MONEY
2%,PERCENT
Q1,QUARTER
2016,DATE
Loan,PRODUCT
Year-over-year,DATE
$23 billion,MONEY
$44 billion,MONEY
6%,PERCENT
Consumer banking,PRODUCT
8%,PERCENT
2017,DATE
Q4,GPE
Q1,GPE
credit card,PRODUCT
7%,PERCENT
4%,PERCENT
year-over-year,DATE
6%,PERCENT
year-over-year,DATE
around 2%,PERCENT
year-over-year,DATE
$58 billion,MONEY
5%,PERCENT
year-over-year,DATE
10%,PERCENT
consumer banking,PRODUCT
eight,CARDINAL
many years,DATE
Credit,PRODUCT
$934 million,MONEY
42,CARDINAL
Q4,PERSON
credit card,PRODUCT
13%,PERCENT
Q1,QUARTER
2016,DATE
$835 million,MONEY
$61 million,MONEY
Q4,GPE
$162 million,MONEY
