word,label
Good day,DATE
today,DATE
I,CARDINAL
Lee,PERSON
this morning,TIME
the second quarter,DATE
I,CARDINAL
Brian,PERSON
Bruce,PERSON
SEC,ORG
I,CARDINAL
Brian,PERSON
Bruce Thompson,PERSON
Brian,PERSON
Brian,PERSON
Lee,PERSON
our second quarter,DATE
$5.3 billion,MONEY
this quarter,DATE
last quarter,DATE
last year,DATE
savings,PRODUCT
the third quarter of last year,DATE
2008,DATE
3%,PERCENT
last year,DATE
3%,PERCENT
last year,DATE
4%,PERCENT
"over 1,200",CARDINAL
"over 1,800",CARDINAL
$3 billion,MONEY
this year,DATE
this quarter,DATE
the quarter,DATE
loan,PRODUCT
the first quarter,DATE
credit,PRODUCT
this quarter than prior quarters,DATE
over $1.3 billion,MONEY
this quarter,DATE
This quarter,DATE
"about 5,000",CARDINAL
this quarter,DATE
30%,PERCENT
last year,DATE
the second quarter,DATE
40%,PERCENT
a year ago,DATE
Merrill Lynch,ORG
15%,PERCENT
over $122 billion,MONEY
brokerage,PRODUCT
Merrill Lynch,ORG
this year,DATE
more later,DATE
United States,PRODUCT
last quarter,DATE
credit,PRODUCT
this quarter,DATE
about $127 billion,MONEY
this quarter,DATE
3%,PERCENT
last year,DATE
the year-over-year,DATE
Candace,ORG
America,COUNTRY
the second half of the year,DATE
3%,PERCENT
each of those quarters,DATE
I,CARDINAL
Bruce R. Thompson,PERSON
Brian,PERSON
I,CARDINAL
three,CARDINAL
$5.3 billion,MONEY
the second quarter,DATE
0.45,MONEY
0.27,MONEY
the first quarter of 2015,DATE
0.19,MONEY
the second quarter of last year,DATE
the second quarter,DATE
$669 million,MONEY
0.04,MONEY
The quarter,DATE
$373 million,MONEY
0.02,MONEY
One,CARDINAL
$205 million,MONEY
I,CARDINAL
0.01,MONEY
$22.3 billion,MONEY
the second quarter,DATE
the quarter,DATE
$13.8 billion,MONEY
LAS,CARDINAL
the first quarter,DATE
â15,ORG
the second quarter of 2014,DATE
credit,PRODUCT
this quarter,DATE
$780 million,MONEY
the first quarter of 2015,DATE
this quarter,DATE
12.8%,PERCENT
99,CARDINAL
62%,PERCENT
10.9%,PERCENT
85,CARDINAL
65%,PERCENT
four,CARDINAL
less than 1%,PERCENT
the first quarter of '15,DATE
loan,PRODUCT
loan,PRODUCT
loan,PRODUCT
the first quarter of '15,DATE
one,CARDINAL
$2.2 billion,MONEY
$1.3 billion,MONEY
49 million,CARDINAL
shares,PRODUCT
$775 million,MONEY
approximately $500 million,MONEY
this quarter,DATE
15.02,MONEY
7.6%,PERCENT
five,CARDINAL
first,ORDINAL
the third quarter of 2013,DATE
$8.5 billion,MONEY
the first quarter,DATE
4%,PERCENT
LAS,GPE
the first quarter of '15,DATE
$15 billion,MONEY
loan,PRODUCT
roughly half,CARDINAL
$23.5 billion,MONEY
4%,PERCENT
the first quarter of '15,DATE
the past several quarters,DATE
credit,PRODUCT
loan,PRODUCT
the end of the first quarter of '15,DATE
$11.4 billion,MONEY
4%,PERCENT
the quarter,DATE
consumer banking,PRODUCT
six,CARDINAL
CET1,CARDINAL
11.2%,PERCENT
the second quarter,DATE
CET1,CARDINAL
$1.1 billion,MONEY
CET1,CARDINAL
10.3%,PERCENT
RWA,ORG
the first quarter of '15,DATE
CET1,CARDINAL
10.1% to 10.4%,PERCENT
RWA,ORG
approximately $34 billion,MONEY
three,CARDINAL
first,ORDINAL
FX,ORG
Second,ORDINAL
third,ORDINAL
Fed,ORG
the end of the quarter,DATE
CET1,CARDINAL
approximately 9.3%,PERCENT
June 30th,DATE
the end of the second quarter,DATE
2018,DATE
approximately 6.3%,PERCENT
approximately 7%,PERCENT
seven,CARDINAL
$243 billion,MONEY
$6 billion,MONEY
the first quarter,DATE
$10 billion,MONEY
2015,DATE
the quarter,DATE
$484 billion,MONEY
23%,PERCENT
the first quarter,DATE
$96 billion,MONEY
40 months,DATE
the end of the second quarter,DATE
100%,PERCENT
2017,DATE
eight,CARDINAL
$10.7 billion,MONEY
$1 billion,MONEY
the first quarter of â15,DATE
the past few quarters,DATE
bond,PRODUCT
this quarter,DATE
$669 million,MONEY
40,CARDINAL
the quarter,DATE
the first quarter of â15,DATE
$484 million,MONEY
$100 million,MONEY
the first quarter of â15,DATE
just over $10 billion,MONEY
loan,PRODUCT
one more day,DATE
the end of the second quarter,DATE
100,CARDINAL
roughly $3.9 billion,MONEY
NII,DATE
the following 12 months,DATE
roughly 60%,PERCENT
40%,PERCENT
March 31st,DATE
the second quarter,DATE
nine,CARDINAL
$13.8 billion,MONEY
the second quarter,DATE
$175 million,MONEY
the second quarter,DATE
$13.6 billion,MONEY
the quarter,DATE
$900 million,MONEY
6%,PERCENT
the second quarter of 2014,DATE
the third quarter,DATE
savings,PRODUCT
several quarters,DATE
LAS,GPE
7%,PERCENT
