word,label
Good day,DATE
today,DATE
America,COUNTRY
I,PERSON
Lee,PERSON
this morning's,TIME
2019,DATE
I,CARDINAL
bankofamerica.com,ORG
I,CARDINAL
Brian,PERSON
Brian,PERSON
CFO,GPE
Paul,PERSON
our second quarter,DATE
SEC,ORG
Brian,PERSON
Brian,PERSON
Lee,PERSON
our second quarter,DATE
this quarter,DATE
the second quarter 2019,DATE
United States,COUNTRY
this year,DATE
companyâs,CARDINAL
"209,000",CARDINAL
$7.3 billion,MONEY
0.74,MONEY
$23.2 billion,MONEY
2%,PERCENT
123,CARDINAL
16.2%,PERCENT
3,CARDINAL
2%,PERCENT
year-over-year,DATE
more than 200,CARDINAL
credit,PRODUCT
year-over-year,DATE
8%,PERCENT
the past year,DATE
7%,PERCENT
shares,PRODUCT
This quarter,DATE
17%,PERCENT
the second quarter of 2018,DATE
10%,PERCENT
$75 billion,MONEY
6%,PERCENT
year-over-year,DATE
$37 billion,MONEY
$34 billion,MONEY
4%,PERCENT
A year ago,DATE
I,PERSON
investment banking,PRODUCT
shares,PRODUCT
the first half of this year,DATE
One,CARDINAL
IPOs,PERSON
one,CARDINAL
the first half,DATE
Matthew,PERSON
this quarter,DATE
first,ORDINAL
half,CARDINAL
four,CARDINAL
the last five years,DATE
the first half,DATE
the first half of 2019,DATE
nearly $15 billion,MONEY
the first half of 2018,DATE
16%,PERCENT
the last five years,DATE
those years,DATE
This year,DATE
the first half,DATE
57%,PERCENT
shares,PRODUCT
this quarter,DATE
5,CARDINAL
18 consecutive quarters,DATE
those 18 quarters,DATE
four and a half years,DATE
four plus years,DATE
one,CARDINAL
the quarters the last four quarters,DATE
the last decade,DATE
many years,DATE
American,NORP
the past last few years,DATE
92%,PERCENT
$7000 plus,MONEY
credit card,PRODUCT
5%,PERCENT
year-over-year,DATE
2%,PERCENT
the end of the day,DATE
the end of the day,DATE
6,CARDINAL
7,CARDINAL
first,ORDINAL
6,CARDINAL
Each quarter,DATE
the second quarter,DATE
2.4 billion,CARDINAL
the second quarter,DATE
digital,ORG
2.3 billion,CARDINAL
the past year,DATE
30 million,CARDINAL
more than $400 billion,MONEY
today,DATE
one,CARDINAL
this quarter,DATE
two,CARDINAL
"580,000",CARDINAL
the quarter,DATE
every day,DATE
This quarter,DATE
17,CARDINAL
45,CARDINAL
1200,DATE
the last few years,DATE
the three year,DATE
18 months ago,DATE
500,CARDINAL
3000,CARDINAL
one,CARDINAL
one,CARDINAL
Today,DATE
16 million,CARDINAL
nearly $200 billion,MONEY
7,CARDINAL
I,CARDINAL
the past decade,DATE
7,CARDINAL
24,CARDINAL
7,CARDINAL
"nearly 500,000",CARDINAL
123 billion,CARDINAL
the past year,DATE
year-over-year,DATE
One,CARDINAL
Apple,ORG
the end of the day,DATE
one,CARDINAL
I,CARDINAL
Paul,PERSON
second,ORDINAL
many quarters in a row,DATE
the second quarter of 2019,DATE
the last decade,DATE
credit,PRODUCT
credit,PRODUCT
third,ORDINAL
Paul,PERSON
2019,DATE
2018,DATE
the last decade,DATE
I,PERSON
Paul,PERSON
the quarter,DATE
Paul,PERSON
Paul,PERSON
I,CARDINAL
eight,CARDINAL
Brian,PERSON
$19 billion,MONEY
loan,PRODUCT
the quarter,DATE
more than $20 billion,MONEY
the quarter,DATE
552 billion,CARDINAL
$4.4 billion,MONEY
$2.4 billion,MONEY
July,DATE
2 billion,CARDINAL
$2 billion dollar,MONEY
loan,PRODUCT
$7.9 billion,MONEY
112%,PERCENT
20%,PERCENT
quarterly,DATE
more than $30 billion,MONEY
the next four quarters,DATE
CET1,CARDINAL
11.7%,PERCENT
9.5%,PERCENT
CET1,CARDINAL
loan,PRODUCT
nine,CARDINAL
nearly $75 billion,MONEY
6%,PERCENT
year-over-year,DATE
the 15th consecutive quarter,DATE
more than $40 billion,MONEY
more than $39 billion,MONEY
the last few years,DATE
$37 billion,MONEY
4%,PERCENT
$18 billion,MONEY
year-over-year,DATE
about $8 billion,MONEY
money market,PRODUCT
the end of 2018,DATE
Consumer banking,PRODUCT
$19 billion,MONEY
3%,PERCENT
year-over-year,DATE
checking,PRODUCT
checking,PRODUCT
$22 billion,MONEY
6%,PERCENT
year-over-year,DATE
$374 billion,MONEY
9,CARDINAL
only 5,CARDINAL
year-over-year,DATE
10,CARDINAL
2%,PERCENT
year-over-year,DATE
$45 billion,MONEY
approximately $2 billion,MONEY
loan,PRODUCT
$34 billion,MONEY
4%,PERCENT
year-over-year,DATE
year-over-year,DATE
loan,PRODUCT
11,CARDINAL
I,CARDINAL
this quarter,DATE
$12.2 billion,MONEY
$12.3 billion,MONEY
2018,DATE
NII,DATE
$361 million,MONEY
3%,PERCENT
2018,DATE
loan,PRODUCT
quarter,CARDINAL
GAAP NII,PERSON
$186 million,MONEY
an initial day,DATE
loan,PRODUCT
