word,label
Good day,DATE
America,COUNTRY
I,PERSON
Lee,PERSON
our first quarter,DATE
I,CARDINAL
bankofamerica.com,ORG
the many years,DATE
I,PERSON
this quarter,DATE
this morning,TIME
first,ORDINAL
I,PERSON
Brian,PERSON
I,PERSON
Paul,PERSON
CFO,GPE
the quarter,DATE
Brian,PERSON
I,CARDINAL
Brian,PERSON
SEC,ORG
Brian,PERSON
Brian,PERSON
Lee,PERSON
the decade,DATE
Today,DATE
three,CARDINAL
First,ORDINAL
the quarter,DATE
Second,ORDINAL
third,ORDINAL
Paul,PERSON
I,PERSON
two,CARDINAL
three,CARDINAL
the last couple months,DATE
America,COUNTRY
I,PERSON
"209,000",CARDINAL
this quarter,DATE
I,PERSON
COVID-19,PRODUCT
America,COUNTRY
United States,COUNTRY
first,ORDINAL
first quarter 2020,DATE
America,COUNTRY
$4 billion,MONEY
loan,PRODUCT
$3.6 billion,MONEY
0.40,MONEY
$3.3 billion,MONEY
last year,DATE
I,PERSON
credit,PRODUCT
$9.3 billion,MONEY
the first quarter of 2020,DATE
5%,PERCENT
the first quarter of 2019,DATE
credit,PRODUCT
the past 12 months,DATE
the last quarter or so,DATE
the quarter,DATE
as much as $130 billion,MONEY
year end,DATE
Tom,PERSON
$2.4 billion,MONEY
this quarter,DATE
$67 billion,MONEY
$7.9 billion,MONEY
the quarter,DATE
1,CARDINAL
10.8%,PERCENT
130,CARDINAL
9.5%,PERCENT
$700 billion,MONEY
$120 billion,MONEY
year end,DATE
$149 billion,MONEY
$67 billion,MONEY
loan,PRODUCT
Iâd,PERSON
NII,DATE
$12.3 billion,MONEY
fourth quarter,DATE
22%,PERCENT
year-over-year,DATE
investment banking,PRODUCT
10%,PERCENT
year-over-year,DATE
a record quarter,DATE
$13.5 billion,MONEY
more than $1 billion,MONEY
$163 million,MONEY
last quarter,DATE
the quarter,DATE
8.3%,PERCENT
four,CARDINAL
this quarter,DATE
daily,DATE
first,ORDINAL
"more than 150,000",CARDINAL
"about 90,000",CARDINAL
the last 60 days,DATE
One,CARDINAL
"2,000",CARDINAL
March,DATE
2020,CARDINAL
20,MONEY
"3,000",CARDINAL
summer,DATE
summer,DATE
first,ORDINAL
more than 1 million,CARDINAL
early April,DATE
two,CARDINAL
five,CARDINAL
One,CARDINAL
"20,000",CARDINAL
the quarter,DATE
two-thirds,CARDINAL
last year,DATE
first,ORDINAL
12 days ago,DATE
"over 300,000",CARDINAL
$2 billion,MONEY
the quarter,DATE
$67 billion,MONEY
the quarter,DATE
March,DATE
debt capital markets,PRODUCT
March,DATE
the busiest month,DATE
approximately $260 billion,MONEY
$171 billion,MONEY
April,DATE
a single day,DATE
$1.7 trillion,MONEY
the past years,DATE
the month end,DATE
Tom,PERSON
mid-month,DATE
Tom,PERSON
the end of the quarter,DATE
$100 million,MONEY
$250 million,MONEY
$1.5 billion,MONEY
each quarter,DATE
the last decade,DATE
I,CARDINAL
six,CARDINAL
a couple months ago,DATE
the same period prior of 2020 January and February versus 2019 January and February,DATE
this quarter,DATE
six,CARDINAL
credit card,PRODUCT
year-over-year,DATE
around 8%,PERCENT
7% to 8%,PERCENT
only 2%,PERCENT
the month of March,DATE
April,DATE
the last few weeks,DATE
mid-April,DATE
about a low $50 billion,MONEY
$60 billion,MONEY
per week,DATE
this quarter,DATE
digital banking,PRODUCT
Digital,ORG
about 50%,PERCENT
loan,PRODUCT
week-by-week,DATE
the first two weeks,DATE
February,DATE
55%,PERCENT
40%,PERCENT
60%,PERCENT
seven,CARDINAL
March,DATE
$67 billion,MONEY
the month of March,DATE
45%,PERCENT
40%,PERCENT
92%,PERCENT
less than $100 million,MONEY
50%,PERCENT
CET1,CARDINAL
roughly 25,CARDINAL
the quarter,DATE
the first week of March,DATE
the second week,DATE
the third week of the month,DATE
the last three weeks,DATE
April,DATE
credit,PRODUCT
