word,label
Good day,DATE
Apple,ORG
First Quarter Fiscal Year 2018,DATE
Nancy Paxton,PERSON
Nancy Paxton,PERSON
afternoon,TIME
first,ORDINAL
today,DATE
Apple,ORG
Tim Cook,PERSON
Luca Maestri,PERSON
today,DATE
Apple,ORG
SEC,ORG
today,DATE
the associated press release,ORG
Apple,ORG
the quarter,DATE
today,DATE
the quarter,DATE
a year ago,DATE
Iâd,PERSON
Tim,PERSON
Tim Cook,PERSON
Nancy,PERSON
the quarter,DATE
Apple,ORG
1.3 billion,CARDINAL
January,DATE
1.3 billion,CARDINAL
30%,PERCENT
just two years,DATE
the December quarter,DATE
Apple,ORG
$88.3 billion,MONEY
almost $10 billion,MONEY
13%,PERCENT
a year ago,DATE
our fifth consecutive quarter,DATE
the quarter,DATE
today,DATE
the year ago quarter,DATE
the December quarter this year,DATE
last year,DATE
21%,PERCENT
iPhone,PRODUCT
iPhone X,PRODUCT
the December quarter,DATE
every week,DATE
iPhone 8,PRODUCT
iPhone 8 Plus,PRODUCT
three,CARDINAL
iPhones,PRODUCT
the quarter,DATE
iPhones,PRODUCT
Apple,ORG
iPhone,PRODUCT
years,DATE
Retina Display,PERSON
iPhone,PRODUCT
tomorrow,DATE
today,DATE
the next decade,DATE
$8.5 billion,MONEY
18%,PERCENT
last year,DATE
2016,DATE
2020,DATE
240 million,CARDINAL
the end of the December quarter,DATE
30 million,CARDINAL
the last 90 days,DATE
quarterly,DATE
App Store,PRODUCT
"over 2,000",CARDINAL
App Store,PRODUCT
December,DATE
App Store,PRODUCT
Last week,DATE
Toronto,GPE
Just four months,DATE
1.5,CARDINAL
Apple,ORG
App Store,PRODUCT
Apple Music,PRODUCT
iCloud,PRODUCT
Apple Pay,PRODUCT
Apple Pay,PRODUCT
50%,PERCENT
year-over-year,DATE
more than half,CARDINAL
American,NORP
more than two-thirds,CARDINAL
100,CARDINAL
20,CARDINAL
Apple Pay,PRODUCT
year-over-year,DATE
Brazil,COUNTRY
the coming months,DATE
Today,DATE
Apple Pay,PRODUCT
Guangzhou,GPE
China,COUNTRY
Londonâs,CARDINAL
Yosemite National,ORG
Park,PERSON
Apple Pay,PRODUCT
December,DATE
Millions,CARDINAL
bill,PERSON
last minute,TIME
Apple Watch,PRODUCT
over 50%,PERCENT
the fourth quarter in a row,DATE
Apple Watch,PRODUCT
3,CARDINAL
2,CARDINAL
a year ago,DATE
Apple Watch,PRODUCT
the quarter,DATE
the third consecutive quarter,DATE
iPad,PRODUCT
iPad,PRODUCT
iPad Pro,PRODUCT
almost half,CARDINAL
iPad,PRODUCT
first,ORDINAL
Apple,ORG
Japan,COUNTRY
France,COUNTRY
China,COUNTRY
over 70%,PERCENT
iPad,PRODUCT
iMac,PRODUCT
Pro,CARDINAL
mid-December,DATE
one,CARDINAL
iMac,PRODUCT
3D,CARDINAL
60%,PERCENT
Mac,ORG
first,ORDINAL
China,COUNTRY
almost 90%,PERCENT
HomePod,PRODUCT
next week,DATE
HomePod,PRODUCT
Apple,ORG
Apple Music,PRODUCT
HomePod,PRODUCT
one,CARDINAL
Siri,PRODUCT
one,CARDINAL
the 21st century,DATE
today,DATE
more than 1.2 million,CARDINAL
almost half,CARDINAL
United States,COUNTRY
dozens,CARDINAL
London,GPE
two weeks ago,DATE
more than 70,CARDINAL
Europe,LOC
Millions,CARDINAL
Apple,ORG
the December quarter,DATE
Luca,PERSON
Luca Maestri,PERSON
Tim,PERSON
afternoon,TIME
the December quarter,DATE
$88.3 billion,MONEY
nearly $10 billion,MONEY
13%,PERCENT
last year,DATE
our fifth consecutive quarter,DATE
the December quarter a year ago,DATE
this year,DATE
this year,DATE
21%,PERCENT
the third consecutive quarter,DATE
quarterly,DATE
Western Europe,COUNTRY
Japan,COUNTRY
Canada,COUNTRY
Australia,COUNTRY
Korea,COUNTRY
China,COUNTRY
America,COUNTRY
Middle East,COUNTRY
Eastern Europe,COUNTRY
India,COUNTRY
China,COUNTRY
the second quarter in a row,DATE
China,COUNTRY
25%,PERCENT
38.4%,PERCENT
29.8%,PERCENT
$20.1 billion,MONEY
$2.2 billion,MONEY
the last year,DATE
3.89,MONEY
$28.3 billion,MONEY
the quarter,DATE
77.3 million,CARDINAL
iPhones,PRODUCT
a 13-week quarter,DATE
weekly,DATE
iPhone,PRODUCT
6%,PERCENT
December quarter last year,DATE
iPhone,PRODUCT
iPhone,PRODUCT
iPhone,PRODUCT
796,MONEY
695,MONEY
a year ago,DATE
iPhone X,PRODUCT
iPhone 8,PRODUCT
the December quarter,DATE
five to seven weeks,DATE
iPhone,PRODUCT
less than 1 million,CARDINAL
iPhones,PRODUCT
the December quarter a year ago,DATE
weekly,DATE
iPhone,PRODUCT
451,CARDINAL
96%,PERCENT
iPhone,PRODUCT
iPhone 8,PRODUCT
iPhone 8 Plus,PRODUCT
iPhone X,PRODUCT
99%,PERCENT
the next quarter,DATE
77%,PERCENT
iPhone,PRODUCT
96%,PERCENT
iPhone,PRODUCT
a terrific quarter,DATE
$8.5 billion,MONEY
18%,PERCENT
year-over-year,DATE
27%,PERCENT
24%,PERCENT
the September quarter,DATE
App Store,PRODUCT
quarterly,DATE
the week beginning December 24th,DATE
App Store,PRODUCT
over $890 million,MONEY
seven-day,DATE
$300 million,MONEY
Yearâs day,DATE
App Store,PRODUCT
Google,ORG
$240 million,MONEY
58%,PERCENT
last year,DATE
Tim,PERSON
Apple Watch,PRODUCT
AirPods,PRODUCT
wearables,NORP
almost 70%,PERCENT
year-over-year,DATE
wearables,NORP
second,ORDINAL
iPhone,PRODUCT
only three years ago,DATE
quarterly,DATE
$5 billion,MONEY
