word,label
Good day,DATE
Apple,ORG
fourth quarter fiscal year 2018,DATE
Today,DATE
Nancy Paxton,PERSON
Nancy Paxton,PERSON
Apple,ORG
afternoon,TIME
first,ORDINAL
today,DATE
Apple,ORG
Tim Cook,PERSON
Luca Maestri,PERSON
today,DATE
Apple,ORG
SEC,ORG
today,DATE
the Associated Press release,ORG
Apple,ORG
Tim,PERSON
Timothy Donald Cook,PERSON
Apple,ORG
Nancy,PERSON
Brooklyn,GPE
fourth,ORDINAL
the year,DATE
fiscal 2018,DATE
This year,DATE
2,CARDINAL
iOS,PRODUCT
10th,ORDINAL
App Store,PRODUCT
Apple,ORG
fiscal year 2018,DATE
$36.4 billion,MONEY
100,CARDINAL
a single year,DATE
September quarter,DATE
$62.9 billion,MONEY
20%,PERCENT
last year,DATE
three years,DATE
41%,PERCENT
year,DATE
iPhone,PRODUCT
wearables,NORP
a big year,DATE
a big quarter,DATE
iPhone,PRODUCT
Q4,PERSON
29%,PERCENT
last year,DATE
over $8 billion,MONEY
September quarter,DATE
iPhone 8,PRODUCT
8 Plus,CARDINAL
X,CARDINAL
iPhone,PRODUCT
iPhone,PRODUCT
Max,PERSON
iPhones,PRODUCT
first,ORDINAL
Apple,ORG
5 trillion,CARDINAL
second,ORDINAL
The A12 Bionic,ORG
many years,DATE
iPhone,PRODUCT
one,CARDINAL
iPhone,PRODUCT
XS Max,PRODUCT
Just last week,DATE
iPhone,PRODUCT
iPhone,PRODUCT
iOS,PRODUCT
12,CARDINAL
its first month,DATE
iOS,PRODUCT
iOS,PRODUCT
12,CARDINAL
Siri,PRODUCT
Siri,PRODUCT
Siri,PRODUCT
iOS,PRODUCT
12,CARDINAL
2,CARDINAL
2,CARDINAL
iOS,PRODUCT
today,DATE
iPad Pro,PRODUCT
this week,DATE
gap,ORG
iPad Pro,PRODUCT
Apple Pencil,PRODUCT
Smart Keyboard,PERSON
iPad,PRODUCT
just this week,DATE
FaceTime,PRODUCT
FaceTime,PRODUCT
$10 billion,MONEY
one,CARDINAL
$640 million,MONEY
a year ago,DATE
27%,PERCENT
App Store,PRODUCT
AppleCare,PRODUCT
Apple Music,PRODUCT
Apple Pay,PRODUCT
over 330 million,CARDINAL
Apple Pay,PRODUCT
one,CARDINAL
year-over-year,DATE
Apple Pay,PRODUCT
over 4,CARDINAL
Costco,ORG
Apple Pay,PRODUCT
over 500,CARDINAL
last quarter,DATE
Neiman Marcus,PERSON
Apple Pay,PRODUCT
over 40,CARDINAL
71,CARDINAL
100,CARDINAL
60%,PERCENT
Apple Pay,PRODUCT
10 months,DATE
Apple Pay,PRODUCT
quarterly,DATE
Mac,ORG
September,DATE
macOS Mojave,PERSON
App Store,PRODUCT
iOS,PRODUCT
12,CARDINAL
5,CARDINAL
Apple,ORG
earlier this week,DATE
Mac,ORG
MacBook Air,PRODUCT
Mac mini,PRODUCT
Broadway,PRODUCT
App Store,PRODUCT
Mac mini,PRODUCT
5,CARDINAL
another record quarter,DATE
wearables,NORP
Apple Watch,PRODUCT
AirPods,PRODUCT
Apple Watch,PRODUCT
Apple Watch,PRODUCT
4,CARDINAL
Later this year,DATE
ECG,ORDINAL
Apple Watch,PRODUCT
4,CARDINAL
Apple Watch,PRODUCT
WatchOS,GPE
Apple Watch,PRODUCT
HomePod,PRODUCT
Spain,COUNTRY
last week,DATE
HomePod,PRODUCT
Mexico,COUNTRY
HomePod,PRODUCT
Apple Music,PRODUCT
over 50 million,CARDINAL
Today,DATE
Apple,ORG
"over 250,000",CARDINAL
Today,DATE
Apple,ORG
this quarter,DATE
Apple,ORG
"74,000",CARDINAL
Apple,ORG
Apple,ORG
Italy,COUNTRY
Japan,COUNTRY
China,COUNTRY
just a few weeks,DATE
Thailand,COUNTRY
506,CARDINAL
almost half,CARDINAL
United States,COUNTRY
Luca,PERSON
two,CARDINAL
Apple,ORG
First,ORDINAL
"more than 5,000",CARDINAL
more than 350,CARDINAL
this spring,DATE
their school day,DATE
iPad,PRODUCT
a milestone year,DATE
Apple,ORG
April,DATE
100%,PERCENT
just this week,DATE
MacBook Air,PRODUCT
iPad,PRODUCT
Pro,CARDINAL
100%,PERCENT
Apple,ORG
fiscal 2018,DATE
Apple,ORG
Luca,PERSON
the September quarter,DATE
Luca,PERSON
Luca Maestri,PERSON
Apple,ORG
Tim,PERSON
our September quarter,DATE
fiscal 2018,DATE
a year,DATE
every single quarter,DATE
the fourth quarter,DATE
$62.9 billion,MONEY
20%,PERCENT
more than $10 billion,MONEY
last year,DATE
Americas,LOC
Europe,LOC
Japan,COUNTRY
Asia-Pacific,LOC
Germany,COUNTRY
Italy,COUNTRY
Sweden,GPE
Switzerland,GPE
Japan,COUNTRY
Korea,COUNTRY
25%,PERCENT
fourth quarter,DATE
iPhone,PRODUCT
wearables,NORP
Mac,ORG
38.3%,PERCENT
September quarter,DATE
$14.1 billion,MONEY
$3.4 billion,MONEY
32%,PERCENT
last year,DATE
2.91,MONEY
41%,PERCENT
$19.5 billion,MONEY
$3.8 billion,MONEY
a year ago,DATE
iPhone,PRODUCT
29%,PERCENT
more than 20%,PERCENT
iPhone,PRODUCT
793,MONEY
618,MONEY
a year ago,DATE
iPhone X,PRODUCT
8,DATE
iPhone,PRODUCT
XS Max,PERSON
the September quarter this year,DATE
iPhone X,PRODUCT
the December quarter last year,DATE
46.9 million,CARDINAL
iPhones,PRODUCT
the quarter,DATE
20%,PERCENT
Japan,COUNTRY
Australia,COUNTRY
New Zealand,COUNTRY
Sweden,GPE
Norway,COUNTRY
Chile,COUNTRY
Vietnam,COUNTRY
iPhone,PRODUCT
451,CARDINAL
98%,PERCENT
